earth.x	earth.y	moon.x	moon.y
77.913221	-29562780.001169	384993637.141100	2407423199.999878
77.933067	-29570310.001170	384993635.520402	2408036399.999878
77.952912	-29577840.001170	384993633.899704	2408649599.999878
77.972757	-29585370.001171	384993632.279006	2409262799.999878
77.992603	-29592900.001171	384993630.658308	2409875999.999878
78.012448	-29600430.001171	384993629.037610	2410489199.999878
78.032294	-29607960.001172	384993627.416912	2411102399.999878
78.052139	-29615490.001172	384993625.796214	2411715599.999878
78.071985	-29623020.001173	384993624.175516	2412328799.999878
78.091830	-29630550.001173	384993622.554818	2412941999.999878
78.111676	-29638080.001174	384993620.934120	2413555199.999878
78.131521	-29645610.001174	384993619.313422	2414168399.999878
78.151366	-29653140.001175	384993617.692724	2414781599.999878
78.171212	-29660670.001175	384993616.072026	2415394799.999878
78.191057	-29668200.001175	384993614.451328	2416007999.999878
78.210903	-29675730.001176	384993612.830630	2416621199.999878
78.230748	-29683260.001176	384993611.209933	2417234399.999878
78.250594	-29690790.001177	384993609.589235	2417847599.999878
78.270439	-29698320.001177	384993607.968537	2418460799.999878
78.290285	-29705850.001178	384993606.347839	2419073999.999878
78.310130	-29713380.001178	384993604.727141	2419687199.999878
78.329976	-29720910.001179	384993603.106443	2420300399.999878
78.349821	-29728440.001179	384993601.485745	2420913599.999878
78.369666	-29735970.001179	384993599.865047	2421526799.999878
78.389512	-29743500.001180	384993598.244349	2422139999.999878
78.409357	-29751030.001180	384993596.623651	2422753199.999878
78.429203	-29758560.001181	384993595.002953	2423366399.999878
78.449048	-29766090.001181	384993593.382255	2423979599.999878
78.468894	-29773620.001182	384993591.761557	2424592799.999878
78.488739	-29781150.001182	384993590.140859	2425205999.999878
78.508585	-29788680.001183	384993588.520161	2425819199.999878
78.528430	-29796210.001183	384993586.899463	2426432399.999878
78.548275	-29803740.001183	384993585.278765	2427045599.999878
78.568121	-29811270.001184	384993583.658067	2427658799.999878
78.587966	-29818800.001184	384993582.037369	2428271999.999878
78.607812	-29826330.001185	384993580.416671	2428885199.999878
78.627657	-29833860.001185	384993578.795973	2429498399.999878
78.647503	-29841390.001186	384993577.175275	2430111599.999878
78.667348	-29848920.001186	384993575.554577	2430724799.999878
78.687194	-29856450.001187	384993573.933879	2431337999.999878
78.707039	-29863980.001187	384993572.313181	2431951199.999878
78.726885	-29871510.001187	384993570.692483	2432564399.999878
78.746730	-29879040.001188	384993569.071785	2433177599.999878
78.766575	-29886570.001188	384993567.451087	2433790799.999878
78.786421	-29894100.001189	384993565.830389	2434403999.999878
78.806266	-29901630.001189	384993564.209691	2435017199.999878
78.826112	-29909160.001190	384993562.588993	2435630399.999878
78.845957	-29916690.001190	384993560.968295	2436243599.999878
78.865803	-29924220.001191	384993559.347597	2436856799.999878
78.885648	-29931750.001191	384993557.726899	2437469999.999878
78.905494	-29939280.001192	384993556.106201	2438083199.999878
78.925339	-29946810.001192	384993554.485503	2438696399.999878
78.945184	-29954340.001192	384993552.864805	2439309599.999878
78.965030	-29961870.001193	384993551.244107	2439922799.999878
78.984875	-29969400.001193	384993549.623409	2440535999.999878
79.004721	-29976930.001194	384993548.002711	2441149199.999878
79.024566	-29984460.001194	384993546.382014	2441762399.999878
79.044412	-29991990.001195	384993544.761316	2442375599.999878
79.064257	-29999520.001195	384993543.140618	2442988799.999878
79.084103	-30007050.001196	384993541.519920	2443601999.999878
79.103948	-30014580.001196	384993539.899222	2444215199.999878
79.123794	-30022110.001196	384993538.278524	2444828399.999878
79.143639	-30029640.001197	384993536.657826	2445441599.999878
79.163484	-30037170.001197	384993535.037128	2446054799.999878
79.183330	-30044700.001198	384993533.416430	2446667999.999878
79.203175	-30052230.001198	384993531.795732	2447281199.999878
79.223021	-30059760.001199	384993530.175034	2447894399.999878
79.242866	-30067290.001199	384993528.554336	2448507599.999878
79.262712	-30074820.001200	384993526.933638	2449120799.999878
79.282557	-30082350.001200	384993525.312940	2449733999.999878
79.302403	-30089880.001200	384993523.692242	2450347199.999878
79.322248	-30097410.001201	384993522.071544	2450960399.999878
79.342093	-30104940.001201	384993520.450846	2451573599.999878
79.361939	-30112470.001202	384993518.830148	2452186799.999878
79.381784	-30120000.001202	384993517.209450	2452799999.999878
79.401630	-30127530.001203	384993515.588752	2453413199.999878
79.421475	-30135060.001203	384993513.968054	2454026399.999878
79.441321	-30142590.001204	384993512.347356	2454639599.999878
79.461166	-30150120.001204	384993510.726658	2455252799.999878
79.481012	-30157650.001204	384993509.105960	2455865999.999878
79.500857	-30165180.001205	384993507.485262	2456479199.999878
79.520703	-30172710.001205	384993505.864564	2457092399.999878
79.540548	-30180240.001206	384993504.243866	2457705599.999878
79.560393	-30187770.001206	384993502.623168	2458318799.999878
79.580239	-30195300.001207	384993501.002470	2458931999.999878
79.600084	-30202830.001207	384993499.381772	2459545199.999878
79.619930	-30210360.001208	384993497.761074	2460158399.999878
79.639775	-30217890.001208	384993496.140376	2460771599.999878
79.659621	-30225420.001209	384993494.519678	2461384799.999878
79.679466	-30232950.001209	384993492.898980	2461997999.999878
79.699312	-30240480.001209	384993491.278282	2462611199.999878
79.719157	-30248010.001210	384993489.657584	2463224399.999878
79.739002	-30255540.001210	384993488.036886	2463837599.999878
79.758848	-30263070.001211	384993486.416188	2464450799.999878
79.778693	-30270600.001211	384993484.795490	2465063999.999878
79.798539	-30278130.001212	384993483.174792	2465677199.999878
79.818384	-30285660.001212	384993481.554094	2466290399.999878
79.838230	-30293190.001213	384993479.933397	2466903599.999878
79.858075	-30300720.001213	384993478.312699	2467516799.999878
79.877921	-30308250.001213	384993476.692001	2468129999.999878
79.897766	-30315780.001214	384993475.071303	2468743199.999878
79.917612	-30323310.001214	384993473.450605	2469356399.999878
79.937457	-30330840.001215	384993471.829907	2469969599.999878
79.957302	-30338370.001215	384993470.209209	2470582799.999878
79.977148	-30345900.001216	384993468.588511	2471195999.999878
79.996993	-30353430.001216	384993466.967813	2471809199.999878
80.016839	-30360960.001217	384993465.347115	2472422399.999878
80.036684	-30368490.001217	384993463.726417	2473035599.999878
80.056530	-30376020.001217	384993462.105719	2473648799.999878
80.076375	-30383550.001218	384993460.485021	2474261999.999878
80.096221	-30391080.001218	384993458.864323	2474875199.999878
80.116066	-30398610.001219	384993457.243625	2475488399.999878
80.135911	-30406140.001219	384993455.622927	2476101599.999878
80.155757	-30413670.001220	384993454.002229	2476714799.999878
80.175602	-30421200.001220	384993452.381531	2477327999.999878
80.195448	-30428730.001221	384993450.760833	2477941199.999878
80.215293	-30436260.001221	384993449.140135	2478554399.999878
80.235139	-30443790.001221	384993447.519437	2479167599.999878
80.254984	-30451320.001222	384993445.898739	2479780799.999878
80.274830	-30458850.001222	384993444.278041	2480393999.999878
80.294675	-30466380.001223	384993442.657343	2481007199.999878
80.314521	-30473910.001223	384993441.036645	2481620399.999878
80.334366	-30481440.001224	384993439.415947	2482233599.999878
80.354211	-30488970.001224	384993437.795249	2482846799.999878
80.374057	-30496500.001225	384993436.174551	2483459999.999878
80.393902	-30504030.001225	384993434.553853	2484073199.999878
80.413748	-30511560.001225	384993432.933155	2484686399.999878
80.433593	-30519090.001226	384993431.312457	2485299599.999878
80.453439	-30526620.001226	384993429.691759	2485912799.999878
80.473284	-30534150.001227	384993428.071061	2486525999.999878
80.493130	-30541680.001227	384993426.450363	2487139199.999878
80.512975	-30549210.001228	384993424.829665	2487752399.999878
80.532820	-30556740.001228	384993423.208967	2488365599.999878
80.552666	-30564270.001229	384993421.588269	2488978799.999878
80.572511	-30571800.001229	384993419.967571	2489591999.999878
80.592357	-30579330.001230	384993418.346873	2490205199.999878
80.612202	-30586860.001230	384993416.726175	2490818399.999878
80.632048	-30594390.001230	384993415.105478	2491431599.999878
80.651893	-30601920.001231	384993413.484780	2492044799.999878
80.671739	-30609450.001231	384993411.864082	2492657999.999878
80.691584	-30616980.001232	384993410.243384	2493271199.999878
80.711430	-30624510.001232	384993408.622686	2493884399.999878
80.731275	-30632040.001233	384993407.001988	2494497599.999878
80.751120	-30639570.001233	384993405.381290	2495110799.999878
80.770966	-30647100.001234	384993403.760592	2495723999.999878
80.790811	-30654630.001234	384993402.139894	2496337199.999878
80.810657	-30662160.001234	384993400.519196	2496950399.999878
80.830502	-30669690.001235	384993398.898498	2497563599.999878
80.850348	-30677220.001235	384993397.277800	2498176799.999878
80.870193	-30684750.001236	384993395.657102	2498789999.999878
80.890039	-30692280.001236	384993394.036404	2499403199.999878
80.909884	-30699810.001237	384993392.415706	2500016399.999878
80.929729	-30707340.001237	384993390.795008	2500629599.999878
80.949575	-30714870.001238	384993389.174310	2501242799.999878
80.969420	-30722400.001238	384993387.553612	2501855999.999878
80.989266	-30729930.001238	384993385.932914	2502469199.999878
81.009111	-30737460.001239	384993384.312216	2503082399.999878
81.028957	-30744990.001239	384993382.691518	2503695599.999878
81.048802	-30752520.001240	384993381.070820	2504308799.999878
81.068648	-30760050.001240	384993379.450122	2504921999.999878
81.088493	-30767580.001241	384993377.829424	2505535199.999878
81.108339	-30775110.001241	384993376.208726	2506148399.999878
81.128184	-30782640.001242	384993374.588028	2506761599.999878
81.148029	-30790170.001242	384993372.967330	2507374799.999878
81.167875	-30797700.001242	384993371.346632	2507987999.999878
81.187720	-30805230.001243	384993369.725934	2508601199.999878
81.207566	-30812760.001243	384993368.105236	2509214399.999878
81.227411	-30820290.001244	384993366.484538	2509827599.999878
81.247257	-30827820.001244	384993364.863840	2510440799.999878
81.267102	-30835350.001245	384993363.243142	2511053999.999878
81.286948	-30842880.001245	384993361.622444	2511667199.999878
81.306793	-30850410.001246	384993360.001746	2512280399.999878
81.326638	-30857940.001246	384993358.381048	2512893599.999878
81.346484	-30865470.001247	384993356.760350	2513506799.999878
81.366329	-30873000.001247	384993355.139652	2514119999.999878
81.386175	-30880530.001247	384993353.518954	2514733199.999878
81.406020	-30888060.001248	384993351.898256	2515346399.999878
81.425866	-30895590.001248	384993350.277559	2515959599.999878
81.445711	-30903120.001249	384993348.656861	2516572799.999878
81.465557	-30910650.001249	384993347.036163	2517185999.999878
81.485402	-30918180.001250	384993345.415465	2517799199.999878
81.505248	-30925710.001250	384993343.794767	2518412399.999878
81.525093	-30933240.001251	384993342.174069	2519025599.999878
81.544938	-30940770.001251	384993340.553371	2519638799.999878
81.564784	-30948300.001251	384993338.932673	2520251999.999878
81.584629	-30955830.001252	384993337.311975	2520865199.999878
81.604475	-30963360.001252	384993335.691277	2521478399.999878
81.624320	-30970890.001253	384993334.070579	2522091599.999878
81.644166	-30978420.001253	384993332.449881	2522704799.999878
81.664011	-30985950.001254	384993330.829183	2523317999.999878
81.683857	-30993480.001254	384993329.208485	2523931199.999878
81.703702	-31001010.001255	384993327.587787	2524544399.999878
81.723548	-31008540.001255	384993325.967089	2525157599.999878
81.743393	-31016070.001255	384993324.346391	2525770799.999878
81.763238	-31023600.001256	384993322.725693	2526383999.999878
81.783084	-31031130.001256	384993321.104995	2526997199.999878
81.802929	-31038660.001257	384993319.484297	2527610399.999878
81.822775	-31046190.001257	384993317.863599	2528223599.999878
81.842620	-31053720.001258	384993316.242901	2528836799.999878
81.862466	-31061250.001258	384993314.622203	2529449999.999878
81.882311	-31068780.001259	384993313.001505	2530063199.999878
81.902157	-31076310.001259	384993311.380807	2530676399.999878
81.922002	-31083840.001259	384993309.760109	2531289599.999878
81.941847	-31091370.001260	384993308.139411	2531902799.999878
81.961693	-31098900.001260	384993306.518713	2532515999.999878
81.981538	-31106430.001261	384993304.898015	2533129199.999878
82.001384	-31113960.001261	384993303.277317	2533742399.999878
82.021229	-31121490.001262	384993301.656619	2534355599.999878
82.041075	-31129020.001262	384993300.035921	2534968799.999878
82.060920	-31136550.001263	384993298.415223	2535581999.999878
82.080766	-31144080.001263	384993296.794525	2536195199.999878
82.100611	-31151610.001263	384993295.173827	2536808399.999878
82.120457	-31159140.001264	384993293.553129	2537421599.999878
82.140302	-31166670.001264	384993291.932431	2538034799.999878
82.160147	-31174200.001265	384993290.311733	2538647999.999878
82.179993	-31181730.001265	384993288.691035	2539261199.999878
82.199838	-31189260.001266	384993287.070337	2539874399.999878
82.219684	-31196790.001266	384993285.449640	2540487599.999878
82.239529	-31204320.001267	384993283.828942	2541100799.999878
82.259375	-31211850.001267	384993282.208244	2541713999.999878
82.279220	-31219380.001268	384993280.587546	2542327199.999878
82.299066	-31226910.001268	384993278.966848	2542940399.999878
82.318911	-31234440.001268	384993277.346150	2543553599.999878
82.338756	-31241970.001269	384993275.725452	2544166799.999878
82.358602	-31249500.001269	384993274.104754	2544779999.999878
82.378447	-31257030.001270	384993272.484056	2545393199.999878
82.398293	-31264560.001270	384993270.863358	2546006399.999878
82.418138	-31272090.001271	384993269.242660	2546619599.999878
82.437984	-31279620.001271	384993267.621962	2547232799.999878
82.457829	-31287150.001272	384993266.001264	2547845999.999878
82.477675	-31294680.001272	384993264.380566	2548459199.999878
82.497520	-31302210.001272	384993262.759868	2549072399.999878
82.517366	-31309740.001273	384993261.139170	2549685599.999878
82.537211	-31317270.001273	384993259.518472	2550298799.999878
82.557056	-31324800.001274	384993257.897774	2550911999.999878
82.576902	-31332330.001274	384993256.277076	2551525199.999878
82.596747	-31339860.001275	384993254.656378	2552138399.999878
82.616593	-31347390.001275	384993253.035680	2552751599.999878
82.636438	-31354920.001276	384993251.414982	2553364799.999878
82.656284	-31362450.001276	384993249.794284	2553977999.999878
82.676129	-31369980.001276	384993248.173586	2554591199.999878
82.695975	-31377510.001277	384993246.552888	2555204399.999878
82.715820	-31385040.001277	384993244.932190	2555817599.999878
82.735665	-31392570.001278	384993243.311492	2556430799.999878
82.755511	-31400100.001278	384993241.690794	2557043999.999878
82.775356	-31407630.001279	384993240.070096	2557657199.999878
82.795202	-31415160.001279	384993238.449398	2558270399.999878
82.815047	-31422690.001280	384993236.828700	2558883599.999878
82.834893	-31430220.001280	384993235.208002	2559496799.999878
82.854738	-31437750.001280	384993233.587304	2560109999.999878
82.874584	-31445280.001281	384993231.966606	2560723199.999878
82.894429	-31452810.001281	384993230.345908	2561336399.999878
82.914275	-31460340.001282	384993228.725210	2561949599.999878
82.934120	-31467870.001282	384993227.104512	2562562799.999878
82.953965	-31475400.001283	384993225.483814	2563175999.999878
82.973811	-31482930.001283	384993223.863116	2563789199.999878
82.993656	-31490460.001284	384993222.242418	2564402399.999878
83.013502	-31497990.001284	384993220.621720	2565015599.999878
83.033347	-31505520.001285	384993219.001023	2565628799.999878
83.053193	-31513050.001285	384993217.380325	2566241999.999878
83.073038	-31520580.001285	384993215.759627	2566855199.999878
83.092884	-31528110.001286	384993214.138929	2567468399.999878
83.112729	-31535640.001286	384993212.518231	2568081599.999878
83.132574	-31543170.001287	384993210.897533	2568694799.999878
83.152420	-31550700.001287	384993209.276835	2569307999.999878
83.172265	-31558230.001288	384993207.656137	2569921199.999878
83.192111	-31565760.001288	384993206.035439	2570534399.999878
83.211956	-31573290.001289	384993204.414741	2571147599.999878
83.231802	-31580820.001289	384993202.794043	2571760799.999878
83.251647	-31588350.001289	384993201.173345	2572373999.999878
83.271493	-31595880.001290	384993199.552647	2572987199.999878
83.291338	-31603410.001290	384993197.931949	2573600399.999878
83.311184	-31610940.001291	384993196.311251	2574213599.999878
83.331029	-31618470.001291	384993194.690553	2574826799.999878
83.350874	-31626000.001292	384993193.069855	2575439999.999878
83.370720	-31633530.001292	384993191.449157	2576053199.999878
83.390565	-31641060.001293	384993189.828459	2576666399.999878
83.410411	-31648590.001293	384993188.207761	2577279599.999878
83.430256	-31656120.001293	384993186.587063	2577892799.999878
83.450102	-31663650.001294	384993184.966365	2578505999.999878
83.469947	-31671180.001294	384993183.345667	2579119199.999878
83.489793	-31678710.001295	384993181.724969	2579732399.999878
83.509638	-31686240.001295	384993180.104271	2580345599.999878
83.529483	-31693770.001296	384993178.483573	2580958799.999878
83.549329	-31701300.001296	384993176.862875	2581571999.999878
83.569174	-31708830.001297	384993175.242177	2582185199.999878
83.589020	-31716360.001297	384993173.621479	2582798399.999878
83.608865	-31723890.001297	384993172.000781	2583411599.999878
83.628711	-31731420.001298	384993170.380083	2584024799.999878
83.648556	-31738950.001298	384993168.759385	2584637999.999878
83.668402	-31746480.001299	384993167.138687	2585251199.999878
83.688247	-31754010.001299	384993165.517989	2585864399.999878
83.708093	-31761540.001300	384993163.897291	2586477599.999878
83.727938	-31769070.001300	384993162.276593	2587090799.999878
83.747783	-31776600.001301	384993160.655895	2587703999.999878
83.767629	-31784130.001301	384993159.035197	2588317199.999878
83.787474	-31791660.001301	384993157.414499	2588930399.999878
83.807320	-31799190.001302	384993155.793801	2589543599.999878
83.827165	-31806720.001302	384993154.173104	2590156799.999878
83.847011	-31814250.001303	384993152.552406	2590769999.999878
83.866856	-31821780.001303	384993150.931708	2591383199.999878
83.886702	-31829310.001304	384993149.311010	2591996399.999878
83.906547	-31836840.001304	384993147.690312	2592609599.999878
83.926392	-31844370.001305	384993146.069614	2593222799.999878
83.946238	-31851900.001305	384993144.448916	2593835999.999878
83.966083	-31859430.001306	384993142.828218	2594449199.999878
83.985929	-31866960.001306	384993141.207520	2595062399.999878
84.005774	-31874490.001306	384993139.586822	2595675599.999878
84.025620	-31882020.001307	384993137.966124	2596288799.999878
84.045465	-31889550.001307	384993136.345426	2596901999.999878
84.065311	-31897080.001308	384993134.724728	2597515199.999878
84.085156	-31904610.001308	384993133.104030	2598128399.999878
84.105002	-31912140.001309	384993131.483332	2598741599.999878
84.124847	-31919670.001309	384993129.862634	2599354799.999878
84.144692	-31927200.001310	384993128.241936	2599967999.999878
84.164538	-31934730.001310	384993126.621238	2600581199.999878
84.184383	-31942260.001310	384993125.000540	2601194399.999878
84.204229	-31949790.001311	384993123.379842	2601807599.999878
84.224074	-31957320.001311	384993121.759144	2602420799.999878
84.243920	-31964850.001312	384993120.138446	2603033999.999878
84.263765	-31972380.001312	384993118.517748	2603647199.999878
84.283611	-31979910.001313	384993116.897050	2604260399.999878
84.303456	-31987440.001313	384993115.276352	2604873599.999878
84.323301	-31994970.001314	384993113.655654	2605486799.999878
84.343147	-32002500.001314	384993112.034956	2606099999.999878
84.362992	-32010030.001314	384993110.414258	2606713199.999878
84.382838	-32017560.001315	384993108.793560	2607326399.999878
84.402683	-32025090.001315	384993107.172862	2607939599.999878
84.422529	-32032620.001316	384993105.552164	2608552799.999878
84.442374	-32040150.001316	384993103.931466	2609165999.999878
84.462220	-32047680.001317	384993102.310768	2609779199.999878
84.482065	-32055210.001317	384993100.690070	2610392399.999878
84.501911	-32062740.001318	384993099.069372	2611005599.999878
84.521756	-32070270.001318	384993097.448674	2611618799.999878
84.541601	-32077800.001318	384993095.827976	2612231999.999878
84.561447	-32085330.001319	384993094.207278	2612845199.999878
84.581292	-32092860.001319	384993092.586580	2613458399.999878
84.601138	-32100390.001320	384993090.965882	2614071599.999878
84.620983	-32107920.001320	384993089.345185	2614684799.999878
84.640829	-32115450.001321	384993087.724487	2615297999.999878
84.660674	-32122980.001321	384993086.103789	2615911199.999878
84.680520	-32130510.001322	384993084.483091	2616524399.999878
84.700365	-32138040.001322	384993082.862393	2617137599.999878
84.720210	-32145570.001323	384993081.241695	2617750799.999878
84.740056	-32153100.001323	384993079.620997	2618363999.999878
84.759901	-32160630.001323	384993078.000299	2618977199.999878
84.779747	-32168160.001324	384993076.379601	2619590399.999878
84.799592	-32175690.001324	384993074.758903	2620203599.999878
84.819438	-32183220.001325	384993073.138205	2620816799.999878
84.839283	-32190750.001325	384993071.517507	2621429999.999878
84.859129	-32198280.001326	384993069.896809	2622043199.999878
84.878974	-32205810.001326	384993068.276111	2622656399.999878
84.898820	-32213340.001327	384993066.655413	2623269599.999878
84.918665	-32220870.001327	384993065.034715	2623882799.999878
84.938510	-32228400.001327	384993063.414017	2624495999.999878
84.958356	-32235930.001328	384993061.793319	2625109199.999878
84.978201	-32243460.001328	384993060.172621	2625722399.999878
84.998047	-32250990.001329	384993058.551923	2626335599.999878
85.017892	-32258520.001329	384993056.931225	2626948799.999878
85.037738	-32266050.001330	384993055.310527	2627561999.999878
85.057583	-32273580.001330	384993053.689829	2628175199.999878
85.077429	-32281110.001331	384993052.069131	2628788399.999878
85.097274	-32288640.001331	384993050.448433	2629401599.999878
85.117119	-32296170.001331	384993048.827735	2630014799.999878
85.136965	-32303700.001332	384993047.207037	2630627999.999878
85.156810	-32311230.001332	384993045.586339	2631241199.999878
85.176656	-32318760.001333	384993043.965641	2631854399.999878
85.196501	-32326290.001333	384993042.344943	2632467599.999878
85.216347	-32333820.001334	384993040.724245	2633080799.999878
85.236192	-32341350.001334	384993039.103547	2633693999.999878
85.256038	-32348880.001335	384993037.482849	2634307199.999878
85.275883	-32356410.001335	384993035.862151	2634920399.999878
85.295729	-32363940.001335	384993034.241453	2635533599.999878
85.315574	-32371470.001336	384993032.620755	2636146799.999878
85.335419	-32379000.001336	384993031.000057	2636759999.999878
85.355265	-32386530.001337	384993029.379359	2637373199.999878
85.375110	-32394060.001337	384993027.758661	2637986399.999878
85.394956	-32401590.001338	384993026.137963	2638599599.999878
85.414801	-32409120.001338	384993024.517266	2639212799.999878
85.434647	-32416650.001339	384993022.896568	2639825999.999878
85.454492	-32424180.001339	384993021.275870	2640439199.999878
85.474338	-32431710.001339	384993019.655172	2641052399.999878
85.494183	-32439240.001340	384993018.034474	2641665599.999878
85.514028	-32446770.001340	384993016.413776	2642278799.999878
85.533874	-32454300.001341	384993014.793078	2642891999.999878
85.553719	-32461830.001341	384993013.172380	2643505199.999878
85.573565	-32469360.001342	384993011.551682	2644118399.999878
85.593410	-32476890.001342	384993009.930984	2644731599.999878
85.613256	-32484420.001343	384993008.310286	2645344799.999878
85.633101	-32491950.001343	384993006.689588	2645957999.999878
85.652947	-32499480.001344	384993005.068890	2646571199.999878
85.672792	-32507010.001344	384993003.448192	2647184399.999878
85.692638	-32514540.001344	384993001.827494	2647797599.999878
85.712483	-32522070.001345	384993000.206796	2648410799.999878
85.732328	-32529600.001345	384992998.586098	2649023999.999878
85.752174	-32537130.001346	384992996.965400	2649637199.999878
85.772019	-32544660.001346	384992995.344702	2650250399.999878
85.791865	-32552190.001347	384992993.724004	2650863599.999878
85.811710	-32559720.001347	384992992.103306	2651476799.999878
85.831556	-32567250.001348	384992990.482608	2652089999.999878
85.851401	-32574780.001348	384992988.861910	2652703199.999878
85.871247	-32582310.001348	384992987.241212	2653316399.999878
85.891092	-32589840.001349	384992985.620514	2653929599.999878
85.910937	-32597370.001349	384992983.999816	2654542799.999878
85.930783	-32604900.001350	384992982.379118	2655155999.999878
85.950628	-32612430.001350	384992980.758420	2655769199.999878
85.970474	-32619960.001351	384992979.137722	2656382399.999878
85.990319	-32627490.001351	384992977.517024	2656995599.999878
86.010165	-32635020.001352	384992975.896326	2657608799.999878
86.030010	-32642550.001352	384992974.275628	2658221999.999878
86.049856	-32650080.001352	384992972.654930	2658835199.999878
86.069701	-32657610.001353	384992971.034232	2659448399.999878
86.089547	-32665140.001353	384992969.413534	2660061599.999878
86.109392	-32672670.001354	384992967.792836	2660674799.999878
86.129237	-32680200.001354	384992966.172138	2661287999.999878
86.149083	-32687730.001355	384992964.551440	2661901199.999878
86.168928	-32695260.001355	384992962.930742	2662514399.999878
86.188774	-32702790.001356	384992961.310044	2663127599.999878
86.208619	-32710320.001356	384992959.689346	2663740799.999878
86.228465	-32717850.001356	384992958.068649	2664353999.999878
86.248310	-32725380.001357	384992956.447951	2664967199.999878
86.268156	-32732910.001357	384992954.827253	2665580399.999878
86.288001	-32740440.001358	384992953.206555	2666193599.999878
86.307847	-32747970.001358	384992951.585857	2666806799.999878
86.327692	-32755500.001359	384992949.965159	2667419999.999878
86.347537	-32763030.001359	384992948.344461	2668033199.999878
86.367383	-32770560.001360	384992946.723763	2668646399.999878
86.387228	-32778090.001360	384992945.103065	2669259599.999878
86.407074	-32785620.001360	384992943.482367	2669872799.999878
86.426919	-32793150.001361	384992941.861669	2670485999.999878
86.446765	-32800680.001361	384992940.240971	2671099199.999878
86.466610	-32808210.001362	384992938.620273	2671712399.999878
86.486456	-32815740.001362	384992936.999575	2672325599.999878
86.506301	-32823270.001363	384992935.378877	2672938799.999878
86.526146	-32830800.001363	384992933.758179	2673551999.999878
86.545992	-32838330.001364	384992932.137481	2674165199.999878
86.565837	-32845860.001364	384992930.516783	2674778399.999878
86.585683	-32853390.001365	384992928.896085	2675391599.999878
86.605528	-32860920.001365	384992927.275387	2676004799.999878
86.625374	-32868450.001365	384992925.654689	2676617999.999878
86.645219	-32875980.001366	384992924.033991	2677231199.999878
86.665065	-32883510.001366	384992922.413293	2677844399.999878
86.684910	-32891040.001367	384992920.792595	2678457599.999878
86.704756	-32898570.001367	384992919.171897	2679070799.999878
86.724601	-32906100.001368	384992917.551199	2679683999.999878
86.744446	-32913630.001368	384992915.930501	2680297199.999878
86.764292	-32921160.001369	384992914.309803	2680910399.999878
86.784137	-32928690.001369	384992912.689105	2681523599.999878
86.803983	-32936220.001369	384992911.068407	2682136799.999878
86.823828	-32943750.001370	384992909.447709	2682749999.999878
86.843674	-32951280.001370	384992907.827011	2683363199.999878
86.863519	-32958810.001371	384992906.206313	2683976399.999878
86.883365	-32966340.001371	384992904.585615	2684589599.999878
86.903210	-32973870.001372	384992902.964917	2685202799.999878
86.923055	-32981400.001372	384992901.344219	2685815999.999878
86.942901	-32988930.001373	384992899.723521	2686429199.999878
86.962746	-32996460.001373	384992898.102823	2687042399.999878
86.982592	-33003990.001373	384992896.482125	2687655599.999878
87.002437	-33011520.001374	384992894.861427	2688268799.999878
87.022283	-33019050.001374	384992893.240730	2688881999.999878
87.042128	-33026580.001375	384992891.620032	2689495199.999878
87.061974	-33034110.001375	384992889.999334	2690108399.999878
87.081819	-33041640.001376	384992888.378636	2690721599.999878
87.101665	-33049170.001376	384992886.757938	2691334799.999878
87.121510	-33056700.001377	384992885.137240	2691947999.999878
87.141355	-33064230.001377	384992883.516542	2692561199.999878
87.161201	-33071760.001377	384992881.895844	2693174399.999878
87.181046	-33079290.001378	384992880.275146	2693787599.999878
87.200892	-33086820.001378	384992878.654448	2694400799.999878
87.220737	-33094350.001379	384992877.033750	2695013999.999878
87.240583	-33101880.001379	384992875.413052	2695627199.999878
87.260428	-33109410.001380	384992873.792354	2696240399.999878
87.280274	-33116940.001380	384992872.171656	2696853599.999878
87.300119	-33124470.001381	384992870.550958	2697466799.999878
87.319964	-33132000.001381	384992868.930260	2698079999.999878
87.339810	-33139530.001382	384992867.309562	2698693199.999878
87.359655	-33147060.001382	384992865.688864	2699306399.999878
87.379501	-33154590.001382	384992864.068166	2699919599.999878
87.399346	-33162120.001383	384992862.447468	2700532799.999878
87.419192	-33169650.001383	384992860.826770	2701145999.999878
87.439037	-33177180.001384	384992859.206072	2701759199.999878
87.458883	-33184710.001384	384992857.585374	2702372399.999878
87.478728	-33192240.001385	384992855.964676	2702985599.999878
87.498574	-33199770.001385	384992854.343978	2703598799.999878
87.518419	-33207300.001386	384992852.723280	2704211999.999878
87.538264	-33214830.001386	384992851.102582	2704825199.999878
87.558110	-33222360.001386	384992849.481884	2705438399.999878
87.577955	-33229890.001387	384992847.861186	2706051599.999878
87.597801	-33237420.001387	384992846.240488	2706664799.999878
87.617646	-33244950.001388	384992844.619790	2707277999.999878
87.637492	-33252480.001388	384992842.999092	2707891199.999878
87.657337	-33260010.001389	384992841.378394	2708504399.999878
87.677183	-33267540.001389	384992839.757696	2709117599.999878
87.697028	-33275070.001390	384992838.136998	2709730799.999878
87.716873	-33282600.001390	384992836.516300	2710343999.999878
87.736719	-33290130.001390	384992834.895602	2710957199.999878
87.756564	-33297660.001391	384992833.274904	2711570399.999878
87.776410	-33305190.001391	384992831.654206	2712183599.999878
87.796255	-33312720.001392	384992830.033508	2712796799.999878
